chr	start	end	num_snp	k	local_h2g	var	se	z	p
8	89085481	90638162	2346	50	6.0884e-05	1.6133e-08	0.00012702	0.47933	0.31585
8	90638162	93554386	3192	50	9.3978e-05	2.3372e-08	0.00015288	0.61473	0.26937
8	93554386	95005527	1643	50	4.2718e-05	1.0906e-08	0.00010443	0.40906	0.34125
8	95005527	96534806	2896	50	0.00016561	1.9087e-08	0.00013816	1.1987	0.11532
8	96534806	99401581	4439	50	7.7057e-05	2.6528e-08	0.00016287	0.47311	0.31807
8	99401581	101620958	1813	50	9.4873e-05	1.3069e-08	0.00011432	0.82989	0.2033
8	101620958	104123306	4097	50	0.0001294	2.705e-08	0.00016447	0.7868	0.2157
8	104123306	104988752	1934	50	5.6251e-05	9.1153e-09	9.5474e-05	0.58918	0.27787
8	104988752	107410754	3944	50	0.00011414	2.1991e-08	0.00014829	0.76972	0.22073
8	107410754	108648177	2153	50	4.3229e-05	1.1737e-08	0.00010834	0.39902	0.34494
8	108648177	109248173	985	44	7.0031e-05	6.5069e-09	8.0665e-05	0.86817	0.19265
8	109248173	110484314	2034	50	4.576e-05	1.2717e-08	0.00011277	0.40578	0.34245
8	110484314	111850847	1472	50	3.5007e-05	1.4015e-08	0.00011838	0.29571	0.38373
8	111850847	113064320	1548	45	3.3764e-05	1.3747e-08	0.00011725	0.28796	0.38669
8	113064320	116096495	5087	50	5.5311e-05	2.3454e-08	0.00015315	0.36116	0.35899
8	116096495	119685457	4350	50	0.00011609	2.6918e-08	0.00016407	0.70756	0.23961
8	119685457	121201700	2553	50	0.00021462	1.6368e-08	0.00012794	1.6775	0.046723
8	121201700	124861459	4406	50	4.0155e-05	2.5938e-08	0.00016105	0.24932	0.40155
8	124861459	125683719	1205	50	9.2991e-05	8.8279e-09	9.3957e-05	0.98971	0.16116
8	125683719	126410917	1275	50	6.8656e-05	9.1861e-09	9.5844e-05	0.71633	0.2369
8	126410917	128659111	4019	50	0.00027878	2.8371e-08	0.00016844	1.6551	0.048955
8	128659111	130381139	2925	50	0.00093122	2.665e-08	0.00016325	5.7043	5.8408e-09
8	130381139	131639625	2283	50	0.00094223	2.2472e-08	0.00014991	6.2854	1.6352e-10
8	131639625	133351144	3429	50	1.1683e-05	1.8599e-08	0.00013638	0.085667	0.46587
8	133351144	134570001	2501	50	0.00018148	1.9351e-08	0.00013911	1.3046	0.096009
8	134570001	136035605	3420	50	0.00010415	2.1726e-08	0.0001474	0.70663	0.2399
8	136035605	137524151	2604	50	5.1644e-05	1.4733e-08	0.00012138	0.42548	0.33524
8	137524151	139254830	3943	50	5.9489e-05	1.9899e-08	0.00014107	0.42171	0.33662
8	139254830	140725643	2805	50	4.9513e-05	2.0761e-08	0.00014409	0.34364	0.36556
8	140725643	143044914	3966	50	9.7513e-05	2.6748e-08	0.00016355	0.59623	0.27551
8	143044914	144236881	2708	50	2.5135e-05	1.8075e-08	0.00013444	0.18696	0.42585
8	144236881	146303867	2468	50	0.00026157	2.2415e-08	0.00014972	1.7471	0.040312
9	10023	1079707	2566	50	6.2622e-05	2.2617e-08	0.00015039	0.41639	0.33856
9	1079707	1916877	2140	50	0.00015054	2.0493e-08	0.00014315	1.0516	0.1465
9	1916877	3190064	2904	50	0.00011512	2.6887e-08	0.00016397	0.70205	0.24132
9	3190064	4495328	2398	50	0.00012082	2.3965e-08	0.00015481	0.78048	0.21755
9	4495328	4884926	886	50	0.00027578	9.9445e-09	9.9722e-05	2.7655	0.0028422
9	4884926	6557589	2509	50	0.0047568	6.5183e-08	0.00025531	18.631	8.9244e-78
9	6557589	7154923	1611	50	0.00089376	2.0675e-08	0.00014379	6.2158	2.5529e-10
9	7154923	8456299	3393	50	4.3199e-05	2.6196e-08	0.00016185	0.2669	0.39477
9	8456299	9166403	1562	50	3.543e-05	1.4788e-08	0.00012161	0.29136	0.38539
9	9166403	10879253	4067	50	2.8509e-05	2.6073e-08	0.00016147	0.17655	0.42993
9	10879253	12276489	3413	50	5.7683e-05	2.0424e-08	0.00014291	0.40362	0.34324
9	12276489	14836363	5108	50	4.7137e-05	2.6287e-08	0.00016213	0.29073	0.38563
9	14836363	16659655	3144	50	0.00010747	2.6762e-08	0.00016359	0.65694	0.25561
9	16659655	18661051	4286	50	0.00020902	2.7723e-08	0.0001665	1.2554	0.10468
9	18661051	20463534	3270	50	9.883e-05	2.6716e-08	0.00016345	0.60465	0.27271
9	20463534	22206559	2596	50	0.00016302	2.2209e-08	0.00014903	1.0939	0.13699
9	22206559	24158518	2690	50	7.1604e-05	2.57e-08	0.00016031	0.44666	0.32756
9	24158518	25330810	1617	50	4.7279e-05	1.4095e-08	0.00011872	0.39823	0.34523
9	25330810	26111757	1403	50	3.4623e-05	1.2562e-08	0.00011208	0.30891	0.37869
9	26111757	28224283	3736	50	1.8615e-05	2.5983e-08	0.00016119	0.11549	0.45403
9	28224283	28811584	1047	50	6.8624e-05	8.7641e-09	9.3617e-05	0.73303	0.23177
9	28811584	30387392	3519	50	5.1873e-05	1.8437e-08	0.00013578	0.38203	0.35122
9	30387392	31310383	1750	50	3.0618e-06	1.0629e-08	0.0001031	0.029698	0.48815
9	31310383	32019368	1616	50	5.1572e-05	9.2837e-09	9.6352e-05	0.53525	0.29624
9	32019368	33578334	3093	50	0.00012317	2.0308e-08	0.00014251	0.86429	0.19371
9	33578334	34642243	1773	50	0.00012723	1.1315e-08	0.00010637	1.1961	0.11583
9	34642243	36743283	2612	50	0.00014119	1.8757e-08	0.00013696	1.0309	0.15129
9	36743283	38641599	3143	50	6.5552e-05	2.2894e-08	0.00015131	0.43323	0.33242
9	38641599	65472190	475	44	1.8222e-05	4.2156e-09	6.4928e-05	0.28065	0.38949
9	65472190	72512711	2197	50	4.5133e-05	1.5026e-08	0.00012258	0.36819	0.35637
9	72512711	72753755	469	23	2.2037e-05	3.2497e-09	5.7007e-05	0.38656	0.34954
9	72753755	74253040	2568	50	6.8356e-05	1.4981e-08	0.0001224	0.55847	0.28826
9	74253040	76203946	2845	50	6.7928e-05	1.8153e-08	0.00013473	0.50417	0.30707
9	76203946	76973081	1076	44	1.2408e-05	6.3283e-09	7.9551e-05	0.15597	0.43803
9	76973081	78900183	3506	50	9.6896e-05	2.6052e-08	0.00016141	0.60033	0.27414
9	78900183	79471208	1193	50	6.471e-05	9.8257e-09	9.9125e-05	0.65282	0.25694
9	79471208	81079055	2565	50	3.6908e-05	1.9715e-08	0.00014041	0.26286	0.39633
9	81079055	82590928	2383	50	8.5687e-05	1.9641e-08	0.00014015	0.6114	0.27047
9	82590928	84211233	3746	50	0.0001131	2.1222e-08	0.00014568	0.77636	0.21877
9	84211233	85440801	1329	50	1.4966e-05	1.1077e-08	0.00010525	0.1422	0.44346
9	85440801	86938196	2600	50	0.00023071	1.8939e-08	0.00013762	1.6764	0.046826
9	86938196	88109333	1843	50	2.0376e-05	1.2252e-08	0.00011069	0.18408	0.42697
9	88109333	88590417	405	26	8.0377e-06	3.112e-09	5.5785e-05	0.14408	0.44272
9	88590417	90136246	2511	50	5.7809e-05	1.7103e-08	0.00013078	0.44203	0.32923
9	90136246	92528698	4486	50	0.00010431	2.6766e-08	0.0001636	0.63758	0.26187
9	92528698	94167203	2785	50	0.000579	2.2782e-08	0.00015094	3.836	6.2526e-05
9	94167203	96671698	4295	50	0.0001358	2.7098e-08	0.00016461	0.82494	0.2047
9	96671698	98922040	3390	50	0.00014002	2.1609e-08	0.000147	0.95252	0.17042
9	98922040	101592859	3655	50	0.00013089	2.457e-08	0.00015675	0.83503	0.20185
9	101592859	104624437	4464	50	0.00015222	2.6722e-08	0.00016347	0.93118	0.17588
9	104624437	105967976	3440	50	3.8112e-05	1.6494e-08	0.00012843	0.29675	0.38333
9	105967976	107581749	3254	50	4.8713e-05	1.6709e-08	0.00012926	0.37685	0.35314
9	107581749	109298754	2715	50	5.0956e-05	2.0027e-08	0.00014152	0.36007	0.3594
9	109298754	110695062	2421	50	7.5657e-05	1.8191e-08	0.00013487	0.56094	0.28742
9	110695062	112778024	4357	50	0.00010383	2.6794e-08	0.00016369	0.63429	0.26295
9	112778024	114831082	4242	50	0.0005631	3.0563e-08	0.00017482	3.221	0.00063873
9	114831082	115693145	1574	50	7.8066e-05	9.789e-09	9.8939e-05	0.78903	0.21505
9	115693145	117019801	2502	50	0.00010272	1.8384e-08	0.00013559	0.75762	0.22434
9	117019801	117921960	1646	50	0.00041478	1.5665e-08	0.00012516	3.314	0.00045978
9	117921960	121321537	5983	50	6.7636e-05	2.6442e-08	0.00016261	0.41594	0.33873
9	121321537	122260297	1389	50	6.3556e-05	9.9314e-09	9.9657e-05	0.63775	0.26182
9	122260297	124871322	3107	50	9.7302e-05	2.4557e-08	0.00015671	0.62091	0.26733
9	124871322	126971887	2669	50	6.9007e-05	2.1535e-08	0.00014675	0.47024	0.31909
9	126971887	129059665	2173	50	0.00018945	1.8476e-08	0.00013593	1.3938	0.081694
9	129059665	130055510	1354	50	9.8304e-05	1.1338e-08	0.00010648	0.92322	0.17794
9	130055510	132165470	2114	50	0.0001154	1.8306e-08	0.0001353	0.85294	0.19685
9	132165470	133223217	1804	50	8.1133e-05	1.3987e-08	0.00011827	0.68601	0.24635
9	133223217	134127888	1489	50	4.1828e-05	1.2809e-08	0.00011318	0.36958	0.35585
9	134127888	135298842	1725	50	0.00012165	1.4367e-08	0.00011986	1.0149	0.15508
9	135298842	137041122	3449	50	0.00082501	3.3404e-08	0.00018277	4.514	3.1809e-06
9	137041122	137589364	995	50	2.8211e-05	8.7333e-09	9.3452e-05	0.30188	0.38137
9	137589364	138938978	3005	50	3.4769e-05	2.6141e-08	0.00016168	0.21505	0.41487
9	138938978	139500342	930	50	0.00039845	1.1767e-08	0.00010848	3.6732	0.00011978
9	139500342	141144796	1982	50	0.00021018	1.9214e-08	0.00013861	1.5163	0.06472
10	60523	751339	587	33	0.00010549	6.903e-09	8.3084e-05	1.2697	0.1021
10	751339	1523544	514	25	0.00048268	9.0464e-09	9.5112e-05	5.0748	1.9396e-07
10	1523544	2254500	727	48	2.7623e-05	5.2832e-09	7.2686e-05	0.38004	0.35196
10	2254500	3352699	2887	50	1.9313e-05	1.99e-08	0.00014107	0.13691	0.44555
10	3352699	4572274	2510	50	0.00011966	1.8065e-08	0.00013441	0.89029	0.18666
10	4572274	5983762	3447	50	0.00010352	2.2958e-08	0.00015152	0.68322	0.24723
10	5983762	7171484	2612	50	0.00047648	2.595e-08	0.00016109	2.9579	0.0015488
10	7171484	8774665	3706	50	0.00074864	3.2674e-08	0.00018076	4.1416	1.7242e-05
10	8774665	10249396	2842	50	0.0015635	3.1015e-08	0.00017611	8.8782	3.3966e-19
10	10249396	12586797	4486	50	7.0625e-05	2.648e-08	0.00016273	0.43401	0.33214
10	12586797	13321600	1724	50	3.387e-05	1.5319e-08	0.00012377	0.27365	0.39218
10	13321600	15026068	3721	50	0.00013982	2.7123e-08	0.00016469	0.84897	0.19795
10	15026068	16551767	2745	50	9.2565e-05	2.1945e-08	0.00014814	0.62485	0.26603
10	16551767	18537267	3286	50	4.6435e-05	2.5218e-08	0.0001588	0.29241	0.38499
10	18537267	19716878	3018	50	2.9087e-05	1.8014e-08	0.00013422	0.21672	0.41421
10	19716878	22772283	4530	50	4.8864e-05	2.6303e-08	0.00016218	0.30129	0.3816
10	22772283	23175132	546	29	4.5875e-05	5.9622e-09	7.7215e-05	0.59412	0.27622
10	23175132	25578596	3298	50	0.00011547	2.689e-08	0.00016398	0.70417	0.24066
10	25578596	26888684	3277	50	0.00068942	2.1166e-08	0.00014549	4.7387	1.0753e-06
10	26888684	29323236	4999	50	0.00060559	3.139e-08	0.00017717	3.4181	0.00031528
10	29323236	29783692	1226	50	6.2097e-06	8.3432e-09	9.1341e-05	0.067983	0.4729
10	29783692	30458838	1539	50	5.8025e-05	1.1586e-08	0.00010764	0.53908	0.29492
10	30458838	31907519	2309	50	0.00013409	1.5623e-08	0.00012499	1.0728	0.14169
10	31907519	33707968	3435	50	0.00010284	1.9463e-08	0.00013951	0.73712	0.23052
10	33707968	35109355	2215	50	7.2869e-05	1.5857e-08	0.00012592	0.57867	0.28141
10	35109355	36572508	2083	50	0.00011947	1.6314e-08	0.00012773	0.93533	0.17481
10	36572508	37790029	1991	50	2.2572e-05	1.2953e-08	0.00011381	0.19833	0.42139
10	37790029	42372579	2336	33	4.12e-05	1.7941e-08	0.00013395	0.30759	0.3792
10	42372579	43894771	1777	50	0.0001411	1.195e-08	0.00010932	1.2907	0.098395
10	43894771	44730075	1498	50	0.00016943	1.0663e-08	0.00010326	1.6407	0.050425
10	44730075	48760450	3619	50	0.0002444	2.5334e-08	0.00015917	1.5355	0.062332
10	48760450	50840915	2616	50	0.00012923	1.6993e-08	0.00013036	0.99135	0.16076
10	50840915	53616629	3054	50	7.2941e-05	1.905e-08	0.00013802	0.52847	0.29859
10	53616629	55103572	3230	50	-1.5098e-05	1.7945e-08	0.00013396	0	0.5
10	55103572	57031140	4564	50	6.7196e-05	2.4555e-08	0.0001567	0.42881	0.33403
10	57031140	57662146	1141	37	4.2304e-05	6.3278e-09	7.9548e-05	0.53181	0.29743
10	57662146	58959528	2776	50	2.0867e-05	1.5897e-08	0.00012608	0.1655	0.43427
10	58959528	60289987	2902	50	5.4861e-05	1.6722e-08	0.00012931	0.42425	0.33569
10	60289987	61891409	2386	50	0.00017462	1.7074e-08	0.00013067	1.3364	0.090715
10	61891409	62659679	1420	50	3.2215e-05	9.0019e-09	9.4878e-05	0.33955	0.3671
10	62659679	63341695	703	35	5.7731e-05	5.3481e-09	7.3131e-05	0.78943	0.21493
10	63341695	65794114	3790	50	0.0010366	3.0906e-08	0.0001758	5.8965	1.8563e-09
10	65794114	67549615	3031	50	9.6109e-05	1.6144e-08	0.00012706	0.75641	0.2247
10	67549615	69900148	4674	50	5.0639e-05	2.4666e-08	0.00015705	0.32243	0.37356
10	69900148	70195991	672	27	6.6345e-05	6.4e-09	8e-05	0.82932	0.20346
10	70195991	72220850	4127	50	0.00019307	2.7599e-08	0.00016613	1.1622	0.12259
10	72220850	73508512	2995	50	7.3883e-05	2.3515e-08	0.00015334	0.48181	0.31497
10	73508512	75422550	1893	50	0.00016648	1.5684e-08	0.00012523	1.3293	0.091867
10	75422550	78706814	3244	50	0.00017564	2.6793e-08	0.00016369	1.073	0.14163
10	78706814	80876749	3590	50	7.1406e-05	2.479e-08	0.00015745	0.45352	0.32509
10	80876749	82414679	2977	50	0.00014385	2e-08	0.00014142	1.0172	0.15454
10	82414679	84383745	3564	50	2.8016e-05	1.9904e-08	0.00014108	0.19858	0.42129
10	84383745	85458703	2489	50	5.5334e-05	1.4232e-08	0.0001193	0.46382	0.32139
10	85458703	87937577	4830	50	3.7619e-06	2.4653e-08	0.00015701	0.023959	0.49044
10	87937577	89127064	1598	50	5.9627e-05	1.1685e-08	0.0001081	0.5516	0.29061
10	89127064	91013381	2691	50	0.00063786	2.3351e-08	0.00015281	4.1742	1.4952e-05
10	91013381	92006581	1797	50	0.00010556	1.1669e-08	0.00010802	0.97717	0.16424
10	92006581	93335047	2037	50	9.36e-05	1.2462e-08	0.00011163	0.83846	0.20089
10	93335047	95396368	3269	50	0.00091947	2.8177e-08	0.00016786	5.4776	2.1554e-08
10	95396368	96221243	1058	50	0.00012276	8.9937e-09	9.4835e-05	1.2944	0.09776
10	96221243	97822357	2735	50	0.00022104	1.7369e-08	0.00013179	1.6772	0.046752
10	97822357	100241302	3584	50	0.00019773	2.6546e-08	0.00016293	1.2136	0.11245
10	100241302	100668400	673	24	1.9913e-05	4.5337e-09	6.7333e-05	0.29574	0.38371
10	100668400	102949239	3238	50	0.00011533	2.1828e-08	0.00014774	0.78059	0.21752
10	102949239	104380410	1349	50	0.00020731	1.2384e-08	0.00011128	1.8629	0.031239
10	104380410	106695048	2801	50	0.00027657	2.4832e-08	0.00015758	1.7551	0.039625
10	106695048	108726686	3386	50	8.432e-05	2.0981e-08	0.00014485	0.58213	0.28024
10	108726686	110317705	3275	50	1.1999e-05	1.9693e-08	0.00014033	0.085506	0.46593
10	110317705	112561493	3497	50	0.00019875	2.5626e-08	0.00016008	1.2416	0.1072
10	112561493	115328432	3780	50	9.6801e-05	2.6708e-08	0.00016343	0.59232	0.27682
10	115328432	116421406	1904	50	0.0001493	1.3756e-08	0.00011729	1.2729	0.10152
10	116421406	119523934	4261	50	6.4649e-05	2.6447e-08	0.00016263	0.39753	0.34549
10	119523934	120591353	1692	50	6.1592e-05	1.2617e-08	0.00011232	0.54834	0.29173
10	120591353	122407323	3122	50	5.2041e-05	2.301e-08	0.00015169	0.34307	0.36577
10	122407323	123231465	1523	50	4.3907e-05	1.1797e-08	0.00010861	0.40426	0.34301
10	123231465	123900545	1397	50	8.8976e-05	1.102e-08	0.00010498	0.84759	0.19833
10	123900545	125869346	3909	50	8.827e-05	2.6652e-08	0.00016326	0.54069	0.29436
10	125869346	128001098	4115	50	0.00019076	2.7622e-08	0.0001662	1.1478	0.12553
10	128001098	129154362	2032	50	3.2405e-05	1.4547e-08	0.00012061	0.26867	0.39409
10	129154362	130844284	4369	50	4.4009e-05	2.6237e-08	0.00016198	0.2717	0.39293
10	130844284	131741327	1734	50	7.8286e-05	1.3418e-08	0.00011584	0.67584	0.24957
10	131741327	132580245	2116	50	3.4789e-05	1.2617e-08	0.00011233	0.30972	0.37839
10	132580245	134336329	4812	50	0.0001006	2.6809e-08	0.00016373	0.61442	0.26947
10	134336329	134494673	171	12	4.283e-05	1.7558e-09	4.1902e-05	1.0221	0.15336
10	134494673	135523865	1669	50	8.2161e-05	1.531e-08	0.00012373	0.66401	0.25334
11	70855	1213590	2083	50	0.00096548	2.513e-08	0.00015852	6.0905	5.6295e-10
11	1213590	3665481	5061	50	0.0003303	2.8908e-08	0.00017002	1.9427	0.026029
11	3665481	4746709	2121	50	0.00011087	1.5679e-08	0.00012522	0.88539	0.18797
11	4746709	6322869	4513	50	5.0811e-05	2.528e-08	0.000159	0.31957	0.37465
11	6322869	7436701	2128	50	4.8131e-05	1.4337e-08	0.00011974	0.40197	0.34385
11	7436701	8333274	2081	50	2.5946e-05	1.7103e-08	0.00013078	0.1984	0.42137
11	8333274	9087317	1137	50	9.8729e-05	9.8504e-09	9.9249e-05	0.99476	0.15993
11	9087317	10952027	3110	50	0.00020334	2.3402e-08	0.00015298	1.3292	0.09189
11	10952027	12564229	3942	50	7.013e-05	2.6486e-08	0.00016275	0.43092	0.33327
11	12564229	13373124	1588	50	5.8216e-05	1.0824e-08	0.00010404	0.55955	0.28789
11	13373124	15742552	3336	50	7.7152e-05	1.7645e-08	0.00013284	0.58081	0.28069
11	15742552	17578402	2291	50	0.00016889	1.4723e-08	0.00012134	1.3919	0.081982
11	17578402	19569535	3633	50	9.2841e-05	2.2969e-08	0.00015156	0.61259	0.27007
11	19569535	21017138	2786	50	2.8377e-05	2.2326e-08	0.00014942	0.18992	0.42469
11	21017138	22374142	2580	50	2.7555e-05	1.6978e-08	0.0001303	0.21148	0.41626
11	22374142	24088517	3639	50	4.4596e-05	1.8414e-08	0.0001357	0.32864	0.37121
11	24088517	26045753	4713	50	5.7399e-05	2.4084e-08	0.00015519	0.36987	0.35574
11	26045753	27020461	2004	50	1.479e-05	9.9947e-09	9.9973e-05	0.14794	0.44119
11	27020461	28481593	1563	50	0.00025358	1.341e-08	0.0001158	2.1898	0.014269
11	28481593	30141357	2062	50	7.1972e-05	1.5324e-08	0.00012379	0.58139	0.28049
11	30141357	32276901	2632	50	8.0739e-05	1.5618e-08	0.00012497	0.64605	0.25912
11	32276901	33958739	2644	50	0.00014042	1.6409e-08	0.0001281	1.0962	0.1365
11	33958739	35502605	3250	50	0.00019242	1.9548e-08	0.00013981	1.3763	0.084364
11	35502605	37116815	2745	50	0.00011287	2.0279e-08	0.0001424	0.79261	0.214
11	37116815	39382003	3156	50	4.3e-05	1.8971e-08	0.00013774	0.3122	0.37745
11	39382003	42310003	4754	50	6.2219e-05	2.6436e-08	0.00016259	0.38267	0.35098
11	42310003	44693799	4590	50	5.9721e-05	2.5964e-08	0.00016113	0.37063	0.35546
11	44693799	47006137	2666	50	0.00012373	2.2903e-08	0.00015134	0.81754	0.20681
11	47006137	49866050	3932	50	0.0004057	2.0879e-08	0.0001445	2.8077	0.002495
11	49866050	54695473	3936	29	0.00030191	1.6854e-08	0.00012982	2.3255	0.010021
11	54695473	55082657	784	12	0.00037762	9.5157e-09	9.7548e-05	3.8711	5.4169e-05
11	55082657	58457495	6445	50	0.00060704	2.5469e-08	0.00015959	3.8037	7.1274e-05
11	58457495	58780549	427	18	3.5332e-05	4.3504e-09	6.5958e-05	0.53568	0.29609
11	58780549	62223771	4333	50	0.00050604	3.0503e-08	0.00017465	2.8975	0.0018808
11	62223771	63804569	1565	50	7.0054e-05	1.1112e-08	0.00010541	0.66456	0.25317
11	63804569	65898631	2163	50	0.00080181	2.3413e-08	0.00015301	5.2401	8.0233e-08
11	65898631	68005825	2007	50	0.0003615	1.9949e-08	0.00014124	2.5595	0.0052418
11	68005825	69516130	2397	50	0.00014484	1.7693e-08	0.00013302	1.0889	0.13809
11	69516130	70926292	2482	50	0.00017064	1.9575e-08	0.00013991	1.2197	0.1113
11	70926292	72286017	1285	50	7.3205e-05	1.1014e-08	0.00010495	0.69754	0.24273
11	72286017	74412351	1920	50	0.0001017	1.6484e-08	0.00012839	0.79209	0.21416
11	74412351	76797209	3105	50	0.0011249	3.1417e-08	0.00017725	6.3463	1.1031e-10
11	76797209	78355058	2223	50	0.00011293	1.679e-08	0.00012958	0.87153	0.19173
11	78355058	80722373	2129	50	5.8296e-05	1.9208e-08	0.00013859	0.42063	0.33701
11	80722373	81266712	1288	50	8.7955e-05	9.499e-09	9.7463e-05	0.90245	0.18341
11	81266712	84381272	5445	50	4.0429e-05	2.6182e-08	0.00016181	0.24986	0.40135
11	84381272	86619301	3299	50	9.8715e-05	2.3633e-08	0.00015373	0.64214	0.26039
11	86619301	87430235	1959	50	3.6597e-05	9.9395e-09	9.9697e-05	0.36708	0.35678
11	87430235	89208936	2920	50	0.00018428	2.025e-08	0.0001423	1.295	0.097661
11	89208936	90966490	2658	50	6.8637e-05	1.9022e-08	0.00013792	0.49766	0.30936
11	90966490	92077144	1876	50	5.2728e-05	1.1283e-08	0.00010622	0.4964	0.30981
11	92077144	93276157	1777	50	3.9506e-05	1.0643e-08	0.00010317	0.38294	0.35088
11	93276157	94242260	1438	50	5.0076e-05	9.0063e-09	9.4902e-05	0.52766	0.29887
11	94242260	95726041	2001	50	0.0001485	1.6022e-08	0.00012658	1.1731	0.12037
11	95726041	97057058	2090	50	0.00017549	1.5851e-08	0.0001259	1.3939	0.081677
11	97057058	98705065	3340	50	4.55e-05	2.0432e-08	0.00014294	0.31832	0.37512
11	98705065	100417169	3986	50	6.0378e-05	2.54e-08	0.00015938	0.37884	0.3524
11	100417169	101331121	1920	50	9.9582e-05	1.1392e-08	0.00010673	0.933	0.17541
11	101331121	103959636	5598	50	0.00010342	2.6769e-08	0.00016361	0.63213	0.26365
11	103959636	104873284	1518	48	2.0078e-05	7.8481e-09	8.8589e-05	0.22664	0.41035
11	104873284	106520894	2386	50	9.1291e-06	1.534e-08	0.00012385	0.073709	0.47062
11	106520894	107844200	2514	50	0.0001045	1.6735e-08	0.00012936	0.80778	0.20961
11	107844200	108437037	625	20	0.00035124	7.9243e-09	8.9019e-05	3.9457	3.9784e-05
11	108437037	109866116	1646	50	0.00016454	1.2949e-08	0.00011379	1.446	0.074092
11	109866116	111114397	2221	50	4.3877e-05	1.3562e-08	0.00011646	0.37676	0.35318
11	111114397	112459488	1482	50	0.00026456	1.2407e-08	0.00011139	2.3751	0.008772
11	112459488	114257728	3013	50	0.00014104	2.059e-08	0.00014349	0.98294	0.16282
11	114257728	114830666	1009	47	6.5485e-05	6.2873e-09	7.9293e-05	0.82586	0.20444
11	114830666	116383348	2412	50	7.4586e-05	1.9918e-08	0.00014113	0.52849	0.29858
11	116383348	117747110	2466	50	0.00046639	2.371e-08	0.00015398	3.0289	0.0012272
11	117747110	119215476	2180	50	0.00029914	1.6829e-08	0.00012973	2.306	0.010556
11	119215476	120766806	2776	50	0.00010254	2.0822e-08	0.0001443	0.71059	0.23867
11	120766806	121175943	740	38	5.6312e-05	5.5129e-09	7.4249e-05	0.75841	0.2241
11	121175943	122591910	1983	50	0.00014535	1.5448e-08	0.00012429	1.1694	0.12112
11	122591910	123500117	1686	50	0.00013721	1.468e-08	0.00012116	1.1325	0.12871
11	123500117	124495528	2286	50	6.1471e-05	1.0674e-08	0.00010331	0.59498	0.27593
11	124495528	126311320	3340	50	0.00026343	2.4233e-08	0.00015567	1.6922	0.045303
11	126311320	127316679	2067	50	8.3277e-05	1.3996e-08	0.00011831	0.70391	0.24074
11	127316679	128188537	1408	50	0.00044212	1.2565e-08	0.00011209	3.9442	4.0033e-05
11	128188537	130342575	3497	50	0.00043263	2.9799e-08	0.00017262	2.5062	0.006102
11	130342575	131074612	1425	50	2.7738e-05	1.1331e-08	0.00010645	0.26058	0.39721
11	131074612	133000046	3661	50	2.3781e-05	2.6052e-08	0.00016141	0.14734	0.44143
11	133000046	134205993	1941	50	1.9289e-05	1.5936e-08	0.00012624	0.1528	0.43928
11	134205993	134946452	2130	50	1.1091e-05	1.5347e-08	0.00012388	0.08953	0.46433
12	61107	1080331	1607	50	0.00010453	1.3615e-08	0.00011668	0.89583	0.18517
12	1080331	2544786	2303	50	4.8913e-05	1.8184e-08	0.00013485	0.36273	0.3584
12	2544786	3677037	2122	50	4.7713e-05	1.6829e-08	0.00012973	0.3678	0.35651
12	3677037	4417679	1419	50	0.00042901	1.5029e-08	0.00012259	3.4995	0.00023306
12	4417679	5321472	1611	50	4.4532e-05	1.3249e-08	0.0001151	0.38688	0.34942
12	5321472	6419753	2172	50	6.5034e-05	1.5786e-08	0.00012564	0.51762	0.30236
12	6419753	8377536	2930	50	0.00036431	2.4676e-08	0.00015709	2.3192	0.010193
12	8377536	9031395	915	50	0.00012711	7.8554e-09	8.863e-05	1.4342	0.07576
12	9031395	10481534	2698	50	0.00033349	1.8694e-08	0.00013673	2.4391	0.0073628
12	10481534	11754846	2387	50	8.4219e-05	1.488e-08	0.00012198	0.69041	0.24497
12	11754846	12733528	1801	50	0.00022386	1.6367e-08	0.00012793	1.7498	0.040073
12	12733528	15241484	4364	50	0.00010672	2.6766e-08	0.0001636	0.65233	0.2571
12	15241484	16310460	1011	50	1.9518e-05	7.7693e-09	8.8144e-05	0.22144	0.41238
12	16310460	18087873	2623	50	9.4575e-05	1.8547e-08	0.00013619	0.69445	0.2437
12	18087873	20863943	5437	50	5.5744e-05	2.6366e-08	0.00016238	0.3433	0.36569
12	20863943	23820634	4724	50	9.7276e-05	2.6724e-08	0.00016347	0.59506	0.2759
12	23820634	25371083	2834	50	0.00013818	2.284e-08	0.00015113	0.91431	0.18028
12	25371083	27799773	4628	50	0.00011721	2.6895e-08	0.000164	0.71472	0.23739
12	27799773	29651255	3449	50	4.2681e-05	1.8893e-08	0.00013745	0.31052	0.37808
12	29651255	30512406	2444	50	3.0253e-06	1.3254e-08	0.00011513	0.026278	0.48952
12	30512406	32165592	3549	50	0.00021308	2.3545e-08	0.00015345	1.3886	0.082474
12	32165592	33076989	2347	50	5.7316e-05	1.4378e-08	0.00011991	0.47799	0.31633
12	33076989	37856717	2972	50	3.6494e-05	2.0155e-08	0.00014197	0.25706	0.39857
12	37856717	39227169	1830	32	4.7019e-05	1.3996e-08	0.00011831	0.39743	0.34552
12	39227169	40816185	2264	50	4.4542e-05	1.7821e-08	0.0001335	0.33366	0.36932
12	40816185	41658586	1599	50	7.0109e-05	9.1044e-09	9.5417e-05	0.73476	0.23124
